BAC Return,C Return,GS Return,JPM Return,MS Return,WFC Return,Date
,,,,,,2006-01-03
-0.010620220487548737,-0.018462175321971475,-0.013812360105067478,-0.014182625386939152,0.0006859389450879494,-0.011598712736969441,2006-01-04
0.0012880540196491541,0.0049607781616760604,-0.0003933859768975312,0.0030288427515694494,0.0027420711498917782,-0.0011100490532793827,2006-01-05
-0.00150085110935394,0.0,0.01416872960793003,0.007045766670125575,0.001025489232819421,0.0058739311323317,2006-01-06
0.0006441653316180407,-0.004730601095845999,0.01203044936211306,0.016241821682826618,0.01058560585820767,-0.00015786199706624426,2006-01-09
-0.008369085888812022,0.003099814050257832,0.01257764703830988,0.001475322743850871,0.0005068862086543557,-0.0007892539584032354,2006-01-10
-0.002380450390195521,0.009064676456141063,-0.0004544236851357075,-0.0007365278574522627,0.005910139596531083,0.0052132991316289345,2006-01-11
-0.006507575856622871,0.0010208248519012475,0.0021216850549892197,-0.018427518082086425,-0.001678671724582581,-0.011629760585335047,2006-01-12
0.0,-0.0022434746345577627,0.007637009503485448,-0.0007510035900167855,-0.0015133706194806473,0.005724290250364028,2006-01-13
-0.010698643491963922,-0.010016402885919762,-0.005027751737682551,-0.0052604983493215185,-0.009599186334981136,-0.010276703966464962,2006-01-17
-0.0011035764785318758,-0.0014453473200425337,-0.0016592595729656434,-0.010828514608148487,-0.006121418159242831,0.01597444128394665,2006-01-18
-0.0026513242672321358,-0.008684888655961287,0.010954236311239152,-0.005600748799458155,0.015397736517264171,-0.015566004520776278,2006-01-19
-0.0210456529859262,-0.046933667681394176,-0.01778511995628751,-0.025857708671794932,-0.025273800144309355,-0.01772880689236156,2006-01-20
-0.00520478726825091,0.006784867903101732,0.010879432815125822,0.005781898163321086,0.010890252112920384,0.001788627810594523,2006-01-23
0.006369485892301574,0.0002174045728600138,0.000978436724542897,-0.0041808164488706945,0.00359095564494627,-0.0003246300530033164,2006-01-24
0.008815537406235308,0.0047815293637667455,0.004210507959351517,0.009708709681423233,0.008178557735012415,0.006656922331488069,2006-01-25
0.0060497524378633205,0.016872200987467556,0.02875109619709293,0.028846170050839115,0.013520417044354138,0.009193543464906861,2006-01-26
-0.002227222392425121,-0.0029780767460275692,0.011208214070825173,0.004041420732392886,0.01350671239129686,0.002077690087091133,2006-01-27
-0.007142850452539706,-0.001066780428798375,0.006693483945874101,0.002515684883549252,-0.001809815935518544,-0.003668254217506828,2006-01-30
-0.00562050365496547,-0.005126066534575924,0.009866339679616587,-0.0025093720941049558,0.012856479603347015,-0.001760854941605161,2006-01-31
-0.006330517345574438,-0.005367110488442406,0.0032566846999446675,0.0032704671223957593,0.0061839066460096515,-0.008338685899200504,2006-02-01
-0.011604143967627212,-0.024821930289233962,0.00571588116729993,0.002758290055300705,-0.009057113969059394,-0.008732226943643395,2006-02-02
-0.008057055367996502,-0.0026560020404494677,0.0015436515163340658,-0.011502947733498359,0.0027745743051281746,-0.004241408234406996,2006-02-03
0.006497999032382351,0.002441203037318651,0.0005604723831855729,-0.002276755764410554,0.004720067089996283,0.00016379949841494046,2006-02-06
0.0027669529522125202,-0.0026566574598215764,-0.023386160379458953,-0.004563902419962962,-0.01943950707659403,0.001310431319483385,2006-02-07
0.004138801644784529,0.006881256611577458,0.0119013744834926,0.008660218215073234,0.012225370781271172,0.0032717284384895517,2006-02-08
0.003663926467099232,0.00947969077405042,-0.0020546499035487553,0.004292979550332143,-0.0014689105910801192,-0.0016305606690479868,2006-02-09
0.0020533044519943644,0.0037126277128005647,-0.00028405071486092837,0.0037716296066161448,-0.014220315912799486,0.00816593179386027,2006-02-10
-0.005009048615157163,-0.006092293893303791,-0.008238077425054113,-0.0037574578672783243,-0.00829049889926603,-0.0012959341803119306,2006-02-13
0.010526294655417212,0.009632277871374884,0.015252452387440663,0.008297661869727024,0.004347070984173307,0.0162205997607352,2006-02-14
0.004529002799604331,0.0028187071954914877,0.023698692617298844,0.005486314939515902,0.013151338763789155,0.013407823338055458,2006-02-15
0.007439089535999921,0.0041080949113174725,0.0052362857243482,0.012400793744653305,0.007229684888207855,0.007245220858588697,2006-02-16
