BAC Date,C Date,GS Date,JPM Date,MS Date,WFC Date,BAC,BAC Adj Close,BAC Close,BAC High,BAC Low,BAC Open,BAC Volume,Bank Ticker Stock Info,C,C Adj Close,C Close,C High,C Low,C Open,C Volume,Correlation 1-2,Correlation 1-3,Correlation 1-4,Correlation 1-5,Correlation 1-6,Correlation 2-3,Correlation 2-4,Correlation 2-5,Correlation 2-6,Correlation 3-4,Correlation 3-5,Correlation 3-6,Correlation 4-5,Correlation 4-6,Correlation 5-6,GS,GS Adj Close,GS Close,GS High,GS Low,GS Open,GS Volume,JPM,JPM Adj Close,JPM Close,JPM High,JPM Low,JPM Open,JPM Volume,MS,MS Adj Close,MS Close,MS High,MS Low,MS Open,MS Volume,WFC,WFC Adj Close,WFC Close,WFC High,WFC Low,WFC Open,WFC Volume
12-06-2007,12-06-2007,12-06-2007,12-06-2007,12-06-2007,12-06-2007,16877838.43,39.16623306,49.65999985,50.09999847,49.65000153,49.84999847,16877600,361,2058852.752,430.3516846,526,537.4000244,526,533,2056300,,,,,,,,,,,,,,,,7475601.512,190.0617218,227.8500061,231.1199951,225.5800018,226.8999939,7474500,15388534.04,34.73334503,49.34999847,50.40000153,49.34000015,50.22000122,15388300,9085007.521,56.11091614,86.69999695,89.3199997,86.69000244,88.69999695,9084600,12201665.25,23.95858002,35.18000031,35.65000153,35.15000153,35.31000137,12201500
13-06-2007,13-06-2007,13-06-2007,13-06-2007,13-06-2007,13-06-2007,19863240.21,39.71831894,50.36000061,50.38000107,49.75,50,19863000,362,2320968.888,439.1877747,536.7999878,537.2999878,527.5,528.0999756,2318400,,,,,,,,,,,,,,,,7360119.171,194.891449,233.6399994,233.6399994,228,229,7359000,14507835.22,35.39494324,50.29000092,50.38999939,49.52000046,49.63000107,14507600,7700610.939,57.70948792,89.16999817,89.22000122,87.27999878,87.55999756,7700200,10914666.91,24.47616005,35.93999863,35.97999954,35.20999908,35.29999924,10914500
14-06-2007,14-06-2007,14-06-2007,14-06-2007,14-06-2007,14-06-2007,17525840.39,39.49749756,50.08000183,50.45000076,50,50.36000061,17525600,363,1720889.806,439.1060486,536.7000122,542.2000122,535.7000122,536.0999756,1718300,,,,,,,,,,,,,,,,14382696.08,188.3099976,225.75,229.3000031,225.0099945,227.7100067,14381600,12440936.43,35.4160614,50.3199997,50.83000183,49.93000031,49.93000031,12440700,9563014.594,57.79362869,89.30000305,90.52999878,88.33000183,88.63999939,9562600,7805567.292,24.44211388,35.88999939,36.09999847,35.40999985,35.45000076,7805400
15-06-2007,15-06-2007,15-06-2007,15-06-2007,15-06-2007,15-06-2007,27194440.12,39.49749756,50.08000183,50.38000107,49.99000168,50.16999817,27194200,364,2699602.042,441.6421814,539.7999878,543.2000122,537.2000122,540.2000122,2697000,,,,,,,,,,,,,,,,7431496.667,188.6769867,226.1900024,228.4700012,226,227.3300018,7430400,18352138.19,35.58496094,50.56000137,50.99000168,50.41999817,50.63999939,18351900,10335415.72,57.26293182,88.48000336,90.94999695,88.26000214,90.76999664,10335000,13530568.89,24.4965992,35.97000122,36.47000122,35.95000076,36,13530400
18-06-2007,18-06-2007,18-06-2007,18-06-2007,18-06-2007,18-06-2007,13196339.25,39.36341095,49.90999985,50.13999939,49.83000183,50.00999832,13196100,365,1207308.779,441.4785767,539.5999756,544.9000244,539.5,543.2999878,1204700,,,,,,,,,,,,,,,,4371295.188,189.3276367,226.9700012,227.5399933,224.8000031,226.5500031,4370200,9290537.933,35.49348068,50.43000031,50.84999847,50.33000183,50.83000183,9290300,11238414.11,57.27588272,88.5,90.33999634,88.16000366,89.83000183,11238000,8271569.042,24.61237907,36.13999939,36.25999832,35.90000153,36.13000107,8271400
19-06-2007,19-06-2007,19-06-2007,19-06-2007,19-06-2007,19-06-2007,25301241.57,39.86818314,50.54999924,50.83000183,50.15000153,50.16999817,25301000,366,1828209.533,443.9331055,542.5999756,543.9000244,539.5,539.5999756,1825600,,,,,,,,,,,,,,,,4581302.103,191.4130707,229.4700012,229.5700073,225.4900055,226.1600037,4580200,12252138.25,35.78908157,50.84999847,50.88000107,50.29000092,50.43999863,12251900,9268609.493,56.82285309,87.80000305,88.90000153,87.13999939,88.83000183,9268200,10029169.78,24.77581596,36.38000107,36.43999863,36.02999878,36.15000153,10029000
20-06-2007,20-06-2007,20-06-2007,20-06-2007,20-06-2007,20-06-2007,21505640.84,39.41861725,49.97999954,50.79999924,49.93999863,50.70000076,21505400,367,1821492.924,437.2242126,534.4000244,544.2999878,534.0999756,542.9000244,1818900,,,,,,,,,,,,,,,,5832500.117,188.4267883,225.8899994,230.3300018,225.7200012,229.75,5831400,14920935.59,34.81077576,49.45999908,50.99000168,49.41999817,50.90999985,14920700,15279010.71,56.51218414,87.3199997,90.33000183,87.09999847,89.44999695,15278600,11947668.56,24.29910278,35.68000031,36.45999908,35.66999817,36.45000076,11947500
21-06-2007,21-06-2007,21-06-2007,21-06-2007,21-06-2007,21-06-2007,19282439.1,39.34764481,49.88999939,50.13000107,49.70999908,50.02000046,19282200,368,1665373.724,439.0240479,536.5999756,536.7000122,527.0999756,534.2999878,1662800,,,,,,,,,,,,,,,,8341891.249,189.2692871,226.8999939,226.8999939,222.1999969,225.9799957,8340800,19429733.17,35.078228,49.84000015,49.88000107,48.68000031,49.68999863,19429500,11540605.1,56.49275971,87.29000092,87.86000061,85.59999847,87.86000061,11540200,9492066.685,24.26503944,35.63000107,35.77999878,35.33000183,35.68000031,9491900
22-06-2007,22-06-2007,22-06-2007,22-06-2007,22-06-2007,22-06-2007,35893836.24,38.60627365,48.95000076,49.88999939,48.95000076,49.84000015,35893600,369,3363645.497,428.7971802,524.0999756,536,523,533.5999756,3361100,,,,,,,,,,,,,,,,9779881.476,185.5155945,222.3999939,226.7899933,220.2700043,226.5,9778800,25110630.9,34.28993225,48.72000122,49.75,48.58000183,49.56000137,25110400,12711497.86,54.75183868,84.59999847,87.19999695,84.30999756,87,12711100,18177964.92,23.84962273,35.02000046,35.5699997,35.00999832,35.47000122,18177800
25-06-2007,25-06-2007,25-06-2007,25-06-2007,25-06-2007,25-06-2007,20985134.7,38.52739334,48.84999847,49.47999954,48.65999985,49.18000031,20984900,370,2563510.806,422.9064636,516.9000244,529,515.4000244,526.5999756,2561000,,,,,,,,,,,,,,,,11567756.86,180.7943115,216.7400055,223.1699982,215.0500031,221.1100006,11566700,17240428.39,34.0365715,48.36000061,49.20999908,48.06000137,48.72000122,17240200,13035994.58,54.71301651,84.54000092,86.98000336,83.5,84.84999847,13035600,14861564.35,23.89047623,35.08000183,35.40999985,34.97000122,35,14861400
26-06-2007,26-06-2007,26-06-2007,26-06-2007,26-06-2007,26-06-2007,21003634.64,38.48797226,48.79999924,49.40000153,48.79999924,49.15000153,21003400,371,2898882.588,418.4883423,511.5,522.0999756,511.2000122,519.2999878,2896400,,,,,,,,,,,,,,,,9712544.05,178.6504974,214.1699982,219.3600006,214.1699982,217.6999969,9711500,18964028.61,34.20549011,48.59999847,49.04999924,48.29999924,48.45000076,18963800,9156093.565,54.43472672,84.11000061,85.70999908,84.02999878,85.27999878,9155700,11361164.68,23.87686348,35.06000137,35.41999817,35.00999832,35.31000137,11361000
27-06-2007,27-06-2007,27-06-2007,27-06-2007,27-06-2007,27-06-2007,16095634.53,38.79555512,49.18999863,49.20000076,48.54999924,48.79000092,16095400,372,3068775.388,423.8881531,518.0999756,519,504.7999878,509.6000061,3066300,,,,,,,,,,,,,,,,9019648.645,182.9547272,219.3300018,219.8000031,212.5599976,214,9018600,16354429.54,34.65593338,49.24000168,49.29999924,48.08000183,48.25999832,16354200,10642292.59,55.21782684,85.3199997,85.55000305,83,83.5,10641900,13529064.26,24.0607338,35.33000183,35.36999893,34.68999863,34.81000137,13528900
28-06-2007,28-06-2007,28-06-2007,28-06-2007,28-06-2007,28-06-2007,15200735.26,38.71668243,49.09000015,49.45999908,48.75999832,49.22999954,15200500,373,2370698.188,423.8881531,518.0999756,523.7000122,512.2999878,520.2000122,2368200,,,,,,,,,,,,,,,,5981260.496,182.6461334,218.9600067,221.4700012,217.6699982,219.75,5980200,14431130.71,34.45886231,48.95999908,49.47999954,48.56000137,49.25,14430900,7096495.923,54.93306351,84.87999725,85.94999695,84.80999756,85.34999847,7096100,9297465.317,24.02667999,35.27999878,35.63999939,35.04000092,35.33000183,9297300
29-06-2007,29-06-2007,29-06-2007,29-06-2007,29-06-2007,29-06-2007,19179234.62,38.55895233,48.88999939,49.34999847,48.59000015,49.22999954,19179000,374,2660283.634,419.633728,512.9000244,522.5,507.6000061,521,2657800,,,,,,,,,,,,,,,,7854851.233,180.8026581,216.75,220.4400024,213.6900024,219.5500031,7853800,21764929.18,34.099926,48.45000076,49.29999924,48.09999847,49.22999954,21764700,9030492.296,54.28588486,83.87999725,85.90000153,82.73000336,85.5,9030100,14624865.72,23.95177078,35.16999817,36.15000153,34.95000076,35.5,14624700
02-07-2007,02-07-2007,02-07-2007,02-07-2007,02-07-2007,02-07-2007,11098335.7,38.89809418,49.3199997,49.34999847,48.97999954,49.15000153,11098100,375,1808479.497,422.4973755,516.4000244,517.5,510.1000061,513,1806000,,,,,,,,,,,,,,,,5020955.16,182.8296051,219.1799927,219.6499939,216,217.5,5019900,15718130.46,34.59258652,49.15000153,49.25,48.5699997,48.90000153,15717900,9110540.551,55.61127091,71.33000183,72.15000153,70.51999664,70.94000244,9110200,6759066.063,24.18331718,35.50999832,35.65000153,35.29999924,35.41999817,6758900
03-07-2007,03-07-2007,03-07-2007,03-07-2007,03-07-2007,03-07-2007,8331637.059,39.0794754,49.54999924,49.70000076,49.24000168,49.49000168,8331400,376,1007600.197,424.2971497,518.5999756,522.2999878,515.7999878,519.2000122,1005100,,,,,,,,,,,,,,,,4677877.089,187.3090057,224.5500031,224.8999939,219.9900055,220.3399963,4676800,7444232.147,34.99689865,49.34000015,49.58000183,49.04000092,49.18999863,7444000,5965247.215,57.0847702,73.22000122,73.33999634,71.75,71.8199997,5964900,3654567.149,24.29910278,35.68000031,35.90000153,35.52999878,35.74000168,3654400
05-07-2007,05-07-2007,05-07-2007,05-07-2007,05-07-2007,05-07-2007,12644836.03,38.93752289,49.36999893,49.65000153,49.02999878,49.04000092,12644600,377,1356288.652,421.3519287,515,520,513.7000122,518.5999756,1353800,,,,,,,,,,,,,,,,5386675.715,184.6147308,221.3200073,224.2899933,221.1999969,224.2899933,5385600,11613230.5,34.60677338,48.79000092,49.34999847,48.65000153,49.09999847,11613000,9145949.056,56.86647797,72.94000244,73.58000183,72.16999817,73.5,9145600,7500965.794,24.05392647,35.3199997,35.74000168,35.11000061,35.5699997,7500800
06-07-2007,06-07-2007,06-07-2007,06-07-2007,06-07-2007,06-07-2007,20671435.44,38.76401138,49.15000153,49.36999893,48.84999847,49.31000137,20671200,378,1262089.788,422.9882813,517,518,514.0999756,517.7000122,1259600,,,,,,,,,,,,,,,,4123475.87,186.5498962,223.6399994,224.2200012,220.6999969,220.7599945,4122400,10792629.93,34.73444367,48.97000122,49.15999985,48.45000076,48.61999893,10792400,6145049.063,56.98342133,73.08999634,73.59999847,72.37000275,73.01999664,6144700,8711165.171,24.0607338,35.33000183,35.40000153,35.13999939,35.24000168,8711000
09-07-2007,09-07-2007,09-07-2007,09-07-2007,09-07-2007,09-07-2007,21405834.26,38.49586868,48.81000137,49.16999817,48.77999878,49,21405600,379,1791987.07,422.1701355,516,518.5999756,515,515.2999878,1789500,,,,,,,,,,,,,,,,3999980.866,186.2663269,223.3000031,225.7700043,222.5099945,223.0200043,3998900,10577930.42,34.60677338,48.79000092,49.27999878,48.52999878,49.20999908,10577700,6078547.868,56.64816666,72.66000366,73.25,72.22000122,73.08999634,6078200,10523765.11,23.91773033,35.11999893,35.59000015,35.08000183,35.40000153,10523600
10-07-2007,10-07-2007,10-07-2007,10-07-2007,10-07-2007,10-07-2007,27025432.1,38.14093781,48.36000061,48.72999954,48.27000046,48.59999847,27025200,380,3375261.261,417.2611389,510,513.5999756,507.7000122,512.7000122,3372800,,,,,,,,,,,,,,,,7961558.368,181.0778809,217.0800018,222.6999969,216.5200043,220.9900055,7960500,21882025.54,33.6988678,47.50999832,48.5699997,47.45999908,48.29999924,21881800,10786039.45,54.93297958,70.45999908,72.02999878,70.02999878,72,10785700,21159762.22,23.45462418,34.43999863,35,34.33000183,35,21159600
11-07-2007,11-07-2007,11-07-2007,11-07-2007,11-07-2007,11-07-2007,24179132.32,38.25923157,48.50999832,49.06000137,48.11999893,48.36999893,24178900,381,2521367.616,420.615509,514.0999756,515.2000122,508,509.7000122,2518900,,,,,,,,,,,,,,,,8925748.128,180.7776489,216.7200012,219,214.6499939,216.9799957,8924700,27232725.35,34.13862991,48.13000107,48.43999863,47.11999893,47.52000046,27232500,9486936.613,55.29299927,70.65000153,71.36000061,69.58999634,69.72000122,9486600,16253662.44,23.78150749,34.91999817,35,34.34000015,34.40000153,16253500
12-07-2007,12-07-2007,12-07-2007,12-07-2007,12-07-2007,12-07-2007,18428135.25,39.06370544,49.52999878,49.54999924,48.50999832,48.59999847,18427900,382,3081219.415,432.3153381,528.4000244,529.0999756,514.0999756,515.5,3078700,,,,,,,,,,,,,,,,6073959.526,183.7555389,220.2899933,220.2899933,216.7200012,218.4700012,6072900,19173031.11,35.13166046,49.52999878,49.63000107,48.13000107,48.68999863,19172800,8428342.863,56.66260147,72.40000153,72.43000031,70.65000153,70.72000122,8428000,18310265.13,24.13565254,35.43999863,35.47999954,34.91999817,35.15000153,18310100
13-07-2007,13-07-2007,13-07-2007,13-07-2007,13-07-2007,13-07-2007,14026137.26,39.04004669,49.5,49.8199997,49.34999847,49.54999924,14025900,383,2037831.997,429.697113,525.2000122,528.7999878,522.7999878,525.5,2035300,,,,,,,,,,,,,,,,5606369.592,185.3321686,222.1799927,222.8200073,219.1999969,220.0599976,5605300,16394034.72,35.50048828,50.04999924,50.22000122,49.27000046,49.68000031,16393800,7478547.766,57.33564758,73.26000214,73.63999939,71.58000183,71.94999695,7478200,9719665.984,24.20375252,35.54000092,35.61000061,35.29000092,35.34000015,9719500
16-07-2007,16-07-2007,16-07-2007,16-07-2007,16-07-2007,16-07-2007,14073037.41,39.13470078,49.61999893,49.97999954,49.34000015,49.34000015,14072800,384,1911726.097,426.9972839,521.9000244,529.7000122,520.7999878,526.7000122,1909200,,,,,,,,,,,,,,,,4655569.027,183.8473053,220.3999939,223.4499969,219.4600067,221.8699951,4654500,12264135.27,35.34445572,49.83000183,50.45999908,49.72999954,49.90999985,12263900,7023748.134,56.58433914,72.30000305,73.55000305,72.15000153,73.55000305,7023400,10034466.7,24.14245987,35.45000076,36.00999832,35.45000076,35.65000153,10034300
17-07-2007,17-07-2007,17-07-2007,17-07-2007,17-07-2007,17-07-2007,19572938.71,39.27664566,49.79999924,50.20000076,49.70000076,49.72999954,19572700,385,2334627.406,429.2062378,524.5999756,529.2999878,521.2999878,523,2332100,,,,,,,,,,,,,,,,5583264.923,183.0131836,219.3999939,222.1199951,218.6499939,221.7400055,5582200,18302435.59,35.40828705,49.91999817,50.47999954,49.83000183,49.95000076,18302200,6357848.095,57.01478195,72.84999847,73.22000122,72.16000366,72.84999847,6357500,15446667.01,24.23779869,35.59000015,35.97999954,35.40000153,35.79999924,15446500
18-07-2007,18-07-2007,18-07-2007,18-07-2007,18-07-2007,18-07-2007,28540435.97,38.92963028,49.36000061,49.77999878,48.54000092,49.36000061,28540200,386,3647788.37,422.1701355,516,524,506.8999939,519.2999878,3645300,,,,,,,,,,,,,,,,11665041.21,179.3345032,214.9900055,218.5200043,212.3399963,216.0299988,11664000,35535829.48,34.67060471,48.88000107,49.29000092,47.83000183,48.81000137,35535600,12567839.56,55.44952011,70.84999847,72.20999908,69.69999695,71.34999847,12567500,19774165.42,24.10159683,35.38999939,35.49000168,34.99000168,35.45000076,19774000
19-07-2007,19-07-2007,19-07-2007,19-07-2007,19-07-2007,19-07-2007,22329536.45,38.85865402,49.27000046,49.84999847,48.90000153,49.5699997,22329300,387,2900975.225,418.3246765,511.2999878,521.2999878,508.2999878,516,2898500,,,,,,,,,,,,,,,,9462932.882,176.5818176,211.6900024,217.5,210.0299988,217.0800018,9461900,26199630.14,34.48619843,48.61999893,49.68999863,47.84000015,49.5,26199400,9928435.84,54.69036102,69.87999725,71.5,69.16000366,70.61000061,9928100,14956566.2,24.20375252,35.54000092,35.75,35.16999817,35.54000092,14956400
20-07-2007,20-07-2007,20-07-2007,20-07-2007,20-07-2007,20-07-2007,32525533.04,38.10149765,48.31000137,49.27000046,48.09999847,49.25999832,32525300,388,4765460.052,415.052063,507.2999878,521.7999878,501.5,514.4000244,4763000,,,,,,,,,,,,,,,,14541905.66,171.7854309,205.9400024,211.9700012,204.7899933,211.1699982,14540900,30678026.29,33.73432922,47.56000137,48.81000137,47.38000107,48.81000137,30677800,15623727.36,52.88248825,67.5699997,70.23999786,66.77999878,69.88999939,15623400,21416263.86,23.64530945,34.72000122,35.65999985,34.65000153,35.18000031,21416100
23-07-2007,23-07-2007,23-07-2007,23-07-2007,23-07-2007,23-07-2007,24454631.21,37.97531891,48.15000153,48.59999847,48.02000046,48.45999908,24454400,389,2392354.316,416.1157532,508.6000061,513.0999756,507.3999939,509.1000061,2389900,,,,,,,,,,,,,,,,7761395.185,171.034668,205.0399933,207.8800049,204.0700073,207.1600037,7760400,20520423.27,33.44351578,47.15000153,47.86999893,47.06000137,47.75,20520200,9878324.272,52.9920578,67.70999908,68.44999695,67.16999817,67.94999695,9878000,15077963.4,23.73384094,34.84999847,35.15000153,34.72000122,34.95000076,15077800
24-07-2007,24-07-2007,24-07-2007,24-07-2007,24-07-2007,24-07-2007,33103827.41,37.18663025,47.15000153,48.13999939,47,47.93000031,33103600,390,4599894.334,403.4343872,493.1000061,504.7999878,489.6000061,503.3999939,4597500,,,,,,,,,,,,,,,,12345467.4,165.2873993,198.1499939,204.5599976,196.7700043,202.6300049,12344500,35706416.2,32.15967941,45.34000015,46.95000076,45.11999893,46.63000107,35706200,15270215.9,51.30156708,65.55000305,67.13999939,65.01000214,66.90000153,15269900,23414460.01,23.10729599,33.93000031,34.68999863,33.83000183,34.45000076,23414300
25-07-2007,25-07-2007,25-07-2007,25-07-2007,25-07-2007,25-07-2007,33727728.32,37.80180359,47.93000031,48.24000168,46.90000153,47.45000076,33727500,391,4443776.916,402.6161194,492.1000061,500.5,484.7999878,496.8999939,4441400,,,,,,,,,,,,,,,,13934173.96,169.4664764,203.1600037,203.75,197.7799988,199.8000031,13933200,40175313.55,32.11004257,45.27000046,46.20999908,44.29000092,45.66999817,40175100,14737115.04,51.54419708,65.86000061,66.59999847,64.98999786,66.05000305,14736800,22049861.52,23.54315758,34.5699997,34.86999893,34.15000153,34.38999939,22049700
26-07-2007,26-07-2007,26-07-2007,26-07-2007,26-07-2007,26-07-2007,51484726.44,37.24972534,47.22999954,47.72000122,46.90000153,47.34000015,51484500,392,7733905.962,391.1618652,478.1000061,486.7999878,465,484.8999939,7731600,,,,,,,,,,,,,,,,22691844.77,162.759903,195.1199951,199.8899994,189,198,22690900,51202207.7,31.26595688,44.08000183,44.54999924,43.5,44.29999924,51202000,21900205.72,50.47980499,64.5,64.94999695,61.5,64.29000092,21899900,30408458.2,22.9166069,33.65000153,34.36999893,33.40999985,33.84999847,30408300
27-07-2007,27-07-2007,27-07-2007,27-07-2007,27-07-2007,27-07-2007,37536427.9,37.39169312,47.40999985,48.20999908,47.34999847,47.54000092,37536200,393,5593980.089,384.2893372,469.7000122,481.8999939,467.1000061,477.1000061,5591700,,,,,,,,,,,,,,,,17055635.66,160.9883423,192.6499939,196.8399963,190.5099945,194.6699982,17054700,40020808.63,31.37235832,44.22999954,45.24000168,43.70000076,44.09000015,40020600,18615308.42,50.37805176,64.37000275,65.91000366,63.25999832,64.5,18615000,26603857.87,22.8553257,33.56000137,34.36000061,33.40000153,33.68999863,26603700
30-07-2007,30-07-2007,30-07-2007,30-07-2007,30-07-2007,30-07-2007,35877528.81,37.62041092,47.70000076,48.13999939,47.45000076,47.90000153,35877300,394,4027074.689,386.0892334,471.8999939,476.5,467,473.2000122,4024800,,,,,,,,,,,,,,,,12196043.88,163.5704956,195.7400055,197.6000061,192.4499969,194.5200043,12195100,32316509.99,31.74119377,44.75,45.13999939,43.61000061,44.75,32316300,18480008.19,50.56588745,64.61000061,65.27999878,62.45000076,65.27999878,18479700,23790460.01,23.57040215,34.61000061,34.72000122,33.34000015,33.77000046,23790300
31-07-2007,31-07-2007,31-07-2007,31-07-2007,31-07-2007,31-07-2007,33880228.63,37.39957428,47.41999817,48.40999985,47.38999939,48.00999832,33880000,395,4681070.017,381.0167236,465.7000122,482.6000061,465,475.7000122,4678800,,,,,,,,,,,,,,,,14745830.52,157.3866882,188.3399963,198.9900055,187.25,198.5500031,14744900,34081110.21,31.21631432,44.00999832,45.97000122,43.93999863,45.0699997,34080900,17311710.31,49.98674393,63.86999893,67.30999756,63.59999847,65.54000092,17311400,21447460.21,22.99833298,33.77000046,35.04000092,33.68000031,34.72000122,21447300
01-08-2007,01-08-2007,01-08-2007,01-08-2007,01-08-2007,01-08-2007,48411627.25,37.56519318,47.63000107,47.86000061,46.88999939,47.29999924,48411400,396,6075943.507,383.3074646,468.5,471.3999939,456.2999878,464,6073700,,,,,,,,,,,,,,,,16285205.92,157.9381866,189,189.1000061,182.8500061,187.0299988,16284300,44504707.2,31.47875214,44.38000107,44.43999863,43.20000076,43.70000076,44504500,16651304.55,50.38588333,64.37999725,65,61.84000015,62.93999863,16651000,29218359.81,23.48186684,34.47999954,34.56000137,33.52999878,33.75999832,29218200
02-08-2007,02-08-2007,02-08-2007,02-08-2007,02-08-2007,02-08-2007,37181028.84,37.6835022,47.77999878,48.04999924,47.56000137,47.77000046,37180800,397,4129368.605,391.0050964,472.3999939,472.7999878,464.8999939,467.5,4127100,,,,,,,,,,,,,,,,13134310.74,156.6512909,187.4600067,192.4799957,185,189.1499939,13133400,28297609.39,31.62771606,44.59000015,44.75999832,44,44.40999985,28297400,12024506.5,49.99457932,63.88000107,65.30000305,62.74000168,64.58999634,12024200,19716260.06,23.44100189,34.41999817,34.8199997,33.68999863,33.68999863,19716100
03-08-2007,03-08-2007,03-08-2007,03-08-2007,03-08-2007,03-08-2007,43493426.79,37.06832504,47,48.09999847,46.97000122,47.65000153,43493200,398,4814640.024,378.4241333,457.2000122,475.8999939,456.8999939,471.6000061,4812400,,,,,,,,,,,,,,,,19829181.76,150.1499634,179.6799927,186.8399963,179.6799927,185.4100037,19828300,36628707.55,30.96096993,43.65000153,44.95000076,43.38999939,44.59999847,36628500,17756795.86,47.44317627,60.61999893,64.15000153,60.49000168,63.15999985,17756500,34723856.41,22.34455109,32.81000137,34.49000168,32.65999985,34.11000061,34723700
06-08-2007,06-08-2007,06-08-2007,06-08-2007,06-08-2007,06-08-2007,52233828.23,37.98320389,48.15999985,48.27999878,46.52000046,47.29000092,52233600,399,6284577.893,400.192688,483.5,485,450.2000122,459,6282300,,,,,,,,,,,,,,,,18868186.78,156.927063,187.7899933,187.8600006,175,179.1999969,18867300,34200209.26,31.99654579,45.11000061,45.11000061,43.27999878,43.75999832,34200000,17222397.97,50.11197281,64.02999878,64.16000366,58.75,60.91999817,17222100,36005658.86,23.67255211,34.75999832,34.81000137,32.81000137,32.81000137,36005500
07-08-2007,07-08-2007,07-08-2007,07-08-2007,07-08-2007,07-08-2007,46093332.04,38.38542938,48.66999817,49.34000015,47.59999847,48.04000092,46093100,400,5702335.579,402.1791077,485.8999939,494,474.2000122,479.2999878,5700000,,,,,,,,,,,,,,,,22764017.68,159.8184052,191.25,194.6399994,185.3899994,186.5800018,22763100,30556712.69,32.15967941,45.34000015,46.04999924,44.15000153,44.99000168,30556500,15860306.64,50.34673691,64.33000183,65.86000061,62.38999939,63.70999908,15860000,29253162.45,23.7610836,34.88999939,35.29999924,34.25,34.25,29253000
08-08-2007,08-08-2007,08-08-2007,08-08-2007,08-08-2007,08-08-2007,35709436.1,39.19778061,49.70000076,49.97000122,48.56000137,48.66999817,35709200,401,5399572.628,409.6283264,494.8999939,498.7999878,481.7000122,487.6000061,5397200,,,,,,,,,,,,,,,,20622934.13,161.5315094,193.3000031,198.5,188.7599945,192.0399933,20622000,27447417.75,32.98955536,46.50999832,47.22999954,45.27000046,45.75,27447200,20805112.2,51.17634964,65.38999939,66.80000305,63.84999847,64.98000336,20804800,27058063.2,24.04280472,34.99000168,35.25,34.29000092,34.63000107,27057900
09-08-2007,09-08-2007,09-08-2007,09-08-2007,09-08-2007,09-08-2007,39097131.9,38.1330452,48.34999847,49.20000076,47.91999817,48.29999924,39096900,402,6661991.391,388.1908875,469,487.1000061,469,478.1000061,6659700,,,,,,,,,,,,,,,,20869292.15,152.2975464,182.25,190.6499939,180.7899933,186.1600037,20868400,39278410.65,31.32979965,44.16999817,45.93999863,44.16999817,45.04000092,39278200,23865698.02,48.37452698,61.81000137,64.15000153,61.38999939,62.29999924,23865400,25370459.47,23.4724865,34.15999985,35.20999908,32.72999954,33.90000153,25370300
10-08-2007,10-08-2007,10-08-2007,10-08-2007,10-08-2007,10-08-2007,32166731.81,38.3223381,48.59000015,49.40000153,47.75,47.75,32166500,403,5160949.419,389.0186462,470,475,457.5,457.8999939,5158700,,,,,,,,,,,,,,,,20279569.97,150.8351135,180.5,184.4100037,175.5700073,178.6499939,20278700,32549206.31,31.38655853,44.25,44.79999924,42.50999832,43.36000061,32549000,23334588.92,46.98142624,60.02999878,62.38999939,59.11999893,60.40000153,23334300,24789559.94,23.63739967,34.40000153,34.88999939,33.5,33.50999832,24789400
13-08-2007,13-08-2007,13-08-2007,13-08-2007,13-08-2007,13-08-2007,26263933.74,38.25135803,48.5,49.29999924,48.40000153,49.29000092,26263700,404,3452271.511,385.2112427,465.3999939,479.1000061,464.3999939,477.3999939,3450000,,,,,,,,,,,,,,,,15297274.7,148.3282166,177.5,187.25,176.6100006,185.0099945,15296400,21357809.26,31.0886364,43.83000183,45.43000031,43.68000031,45.22999954,21357600,15439791.03,46.67619705,59.63999939,63.13000107,59.52999878,62.04999924,15439500,13300960.48,23.29383469,33.90000153,34.81000137,33.79999924,34.68000031,13300800
14-08-2007,14-08-2007,14-08-2007,14-08-2007,14-08-2007,14-08-2007,26116830.71,37.74659729,47.86000061,48.70000076,47.79999924,48.59999847,26116600,405,3884824.527,377.9273987,456.6000061,468.2999878,455.2000122,466.5,3882600,,,,,,,,,,,,,,,,26256737.98,141.8519135,169.75,178.7799988,169,178.6000061,26255900,25217405.1,30.71271515,43.29999924,44.02000046,43.13000107,43.93999863,25217200,19214880.06,45.06399918,57.58000183,60.34999847,56.90000153,60.16999817,19214600,18934458.5,23.12892723,33.65999985,34.22999954,33.54000092,33.93999863,18934300
15-08-2007,15-08-2007,15-08-2007,15-08-2007,15-08-2007,15-08-2007,40895131.1,38.03841019,48.22999954,49.27000046,47.65999985,47.90000153,40894900,406,4613706.414,377.5137024,456.1000061,465,452,455.7999878,4611500,,,,,,,,,,,,,,,,22268809.05,137.7989502,164.8999939,173.5200043,163.8300018,169,22268000,27726903.86,30.49992371,43,44.41999817,42.81000137,43.13000107,27726700,14947474.08,44.32046127,56.63000107,59.40000153,56.38000107,57.34999847,14947200,22875758.23,23.06708336,33.5699997,34.68999863,33.22000122,33.68000031,22875600
